# invariantly_possibly_eat
-- res/dining/dining_2.aut
Smart,361907,289615,278460,302557,242313,238297,253469,256147,236065,234727,264626,235620,241867,232496,270427,234281,234281,254808,244545,232496,232942,286492,244991,234727,257931,253470,235173,233834,271766,232942,233388,232496,272211,233388,232496,256147,250346,231603,232050,267303,232495,292293,259270,274443,235174,233834,267303,232942,232049,232049,267303,232496,231157,340488,304788,261948,278459,247222,239189,239189,267303,235620,234281,259717,277567,258824,272212,266410,247222,246776,276674,244098,243206,268196,259717,235173,233835,289616,237405,238297,250345,249007,233388,233834,269534,234726,232942,235173,260609,233834,233388,257931,233388,238743,232496,278013,234280,232496,232496,259717
-- res/dining/dining_9.aut
naive,10063354,9647897,9816133,11186115,15592375,10950942,11345426,11382465,10904087,10009804,9977674,10944249,10457838,10955851,10008019,9451993,9471182,9533211,10038364,9938405,9989276,10329318,9583637,9587653,10797879,11208428,10868833,10600637,239312455,4406259,4586098,3955102,4178227,4291127,4363420,3975629,4031410,4187597,4408044,3977415,4009098,4090761,4254535,4179119,4150559,3999727,4483014,4218835,4040782,4092100,4133155,4088084,4038996,4050153,4238917,4044798,4200093,4079605,4194291,4210356,4066664,4101471,4324596,4099240,5145247,4082282,4185812,4657943,4269708,4097009,4428572,4290681,4282203,4248734,3957333,3877901,4516929,4570032,5547764,4055954,3956887,4140741,4172871,4259444,4034981,4496848,4101026,4026502,4764151,3864513,4201877,4340661,4484799,4036766,4265691,3972952,4656159,4063094,3985447,4327720
EmersonAndLei,4488369,4007759,4009099,4028733,4342892,3902891,3990355,4005528,382281160,4712386,4798066,4890886,5188980,4857417,5091251,4757011,4804314,4818147,4840013,4839567,4989953,4476767,4703015,4711047,4916768,4900703,4949790,5404071,4865003,4936403,4870805,4828857,5115349,5325086,5182286,4449546,4466057,4510681,4724881,4603055,4533440,4760134,4552629,4521391,4508896,4572711,4538349,4538795,4541473,4564231,4715509,4616442,4811899,4441513,4351371,4458917,4423217,4419200,4478998,4499525,4511574,4608410,4395550,4503988,4344231,4656159,4362081,4496847,4411169,4221513,4010883,4051045,4127800,4159038,4587883,4541919,4376807,4339322,5994904,5166668,4947559,4879729,4482568,4346462,5150602,4338876,4653927,4265691,202370651,4414292,3868976,3853804,4649465,3897090,3866745,4214373,4553075,4124230,4213480,3843986
Smart,862599,932213,839394,1142843,983978,908563,865276,855459,855459,856798,854566,851889,863491,855013,859475,894282,867954,853674,855459,939353,948725,876433,914363,858582,852781,855013,881342,856351,856351,853673,854566,854566,877325,859475,855013,858582,855458,856797,860367,864384,858582,856351,867507,858582,856797,850997,853228,858583,853228,857243,863045,936676,908116,1044668,1096880,1432904,1183898,1104911,1145074,1134364,1104912,1140611,1108035,1140165,1160693,1132133,1120084,1119192,1116068,1099557,1109374,1152661,1076798,1089293,1120084,992903,917933,905439,892497,896960,915703,1045560,1037082,907669,916148,877325,895175,868846,1067873,1124100,1112944,1093309,1095094,1120085,1263776,1233431,1116514,1111606,1081706,899638
-- res/dining/dining_10.aut
naive,60638502,148577605,27499182,22399006,67920834,25318811,33690883,43477116,34191127,29816105,43832330,34765449,25618690,36125616,29773266,35658840,42381576,28258252,16993150,17735707,26138570,19919648,18831248,27211798,19005285,18006134,19580053,28473343,21567645,20558230,19438146,28342146,20894701,22284767,20961193,25854756,17697330,19419850,26998491,21171376,19705895,21343181,28105634,24000147,20260136,22748865,27309973,17766945,19530519,19683137,18602769,33976928,24933252,23573979,23615034,29911156,20281556,21959451,24965829,28010584,21870648,21620748,23036696,28858902,24004163,19591656,22739494,17514368,24548586,18651409,21972392,24496821,28041820,21818436,20094578,21211985,21754177,26077880,16600897,19397538,19825490,30310549,24503514,24206760,23424932,21364155,26058246,18879889,25851186,23136209,21443588,32714937,22879616,20193645,21150403,20060216,28344377,20668007,20008006,22916654
EmersonAndLei,21497584,31232945,19755875,21520789,20486830,28074396,25552199,19081147,18706745,20107073,21776935,25660638,16644183,17311771,17060087,16550917,23799780,19333724,17434490,17772746,18794209,25698123,17639318,17056963,16599559,16743250,23934994,16758423,16754853,18624188,17897696,25886440,17321588,18557697,17951245,17330960,17081507,23788624,16688362,19356483,20371698,18222565,27229648,18539848,17476883,17744186,17409946,16620085,23590490,16695948,20349832,17682604,19215468,18890600,18493884,18406865,17709825,16386698,16360816,23516413,16601344,18126175,18708530,19281066,18163214,28766975,18256480,17680819,17586661,17177450,17047592,24063513,18001671,17557208,17930718,19083379,18622850,25623153,17418424,16633027,16585724,16723616,17410838,25998894,17020817,18152950,17862888,19062851,19141837,24705219,16858829,16853027,18106094,17281426,17164509,27954803,19080701,18210516,18549665,18180171
Smart,5688778,3183538,3061266,2981834,3240657,3126418,3012178,2896600,2909542,10938894,3440131,3092503,3141591,3291084,3063943,3658793,3691369,3412464,4191614,4573603,3853804,3676643,3565973,3366500,3663701,3542322,3297331,3286175,3196925,2905079,2929176,2883659,3035384,2885891,3370517,3565527,3770801,10451144,3470476,3204958,3602565,3411124,2980941,3246906,3681552,3311611,3011732,3504391,3273234,3126418,4242932,3262524,2969785,3611044,3313842,3018873,3132666,3682444,3565080,2993882,3615060,3059927,3339726,3237980,2948812,3197372,10575201,3097858,3098304,3054572,3338833,3100089,2960414,2892584,2879196,3040292,3453072,2927392,2941671,2867594,2861793,3089380,2905079,3025566,2788161,3096520,2905971,2945688,3007716,2969339,2872056,2925606,3440131,3425851,12669892,3347757,2863578,3006377,3495466,3170151
-- res/dining/dining_11.aut
naive,73094641,72673382,77925729,74211601,500926635,67515640,69305990,67447811,374338827,68753980,68379131,69835240,372691723,71879059,72431069,76877491,84191507,443668913,90501910,83915725,93831371,513835271,92537250,86948431,74417322,72257925,410042737,67363023,67513855,70325222,72253462,355685632,71178449,71186482,73424418,71476989,303523178,77909664,79548736,83823798,86044331,106935463,92206579,78110030,77802119,82678278,89718743,102140075,82257019,78423743,75221463,79297944,105949699,79947235,81858072,79995431,75769009,79102487,108600417,76728443,83401200,78456318,76167063,81124439,109810197,79922245,78952548,78824027,75703410,80535392,107177776,80933445,80664804,234401043,77157735,77618710,109280500,79949467,78334493,87129162,103413669,88505392,83052680,107516032,75455297,80228818,83456089,75699841,75735987,93103539,73765353,76695868,75590510,75138013,75299556,89621461,74749777,78271126,73828720,75317852
EmersonAndLei,74600284,75068399,90140001,79617458,76059071,72595288,76370553,77857007,75709658,90358217,76435705,74866248,76582074,77289378,75337933,94891657,78200618,74289248,73553831,75840409,73039753,73945637,100743763,74465070,75029575,72938008,75257608,76278179,79467965,95941681,76500410,78270233,75248237,73882269,73905921,77800333,92269947,78411694,119830711,124034374,86088509,77558466,74810914,96570891,75767671,78368854,83050449,76137611,77184064,80323870,95507034,82729596,79351940,76188929,75554363,77466985,74092453,94623908,80891498,75358461,77748568,79900825,76343777,81895111,97321928,77309460,76800736,83737672,76325035,78737009,75303571,92129825,76593231,80563059,75396837,76398666,78934697,74786816,105988077,77981956,76348686,83398522,79946344,76149213,77417452,94664517,74025515,79984274,76945320,77315261,79433157,78902568,96620871,79867357,85069725,73540443,76468281,81573366,78273356,80769672
Smart,25595485,55687372,20037459,19583177,18960214,19830845,20980382,18405081,19692061,20965656,20243625,19342649,19364069,22563672,21357908,19489018,19450641,20047276,23676169,20342693,18865609,19243135,19575591,18485406,18553681,18177494,17904389,18062362,20055754,18479158,18929422,19642082,19145853,39299782,18062362,19222162,21382898,18472018,18826339,19065083,18822323,19490358,20120014,19210559,18404188,18131976,18185526,18924067,17608081,18791978,18530030,19508207,19840663,18845974,18908002,18503702,18422038,18153396,18176155,18113233,18494776,18829017,19229302,19126665,26064939,37681238,17904836,18409543,18189542,17903944,19534982,19067760,18838834,19325246,18984757,19040092,18226581,18142240,18683540,17884754,18046742,18244431,19182445,18590720,19064636,19390397,19102567,18816522,18935670,17871814,17916439,18239523,17845038,19157010,20177134,18580902,19113723,18731289,35526303,17953030
