# invariantly_inevitably_eat
-- res/dining/dining_2.aut
EmersonAndLei,1068765,1072782,1760004,1162032,1252620,1257082,1070551,1048238,1082600,1049577,1028604,1233431,1020571,1045115,1216474,1053147,1047792,1058501,1178096,1571688,1484223,1235216,1238786,1063411,1089740,1037528,1025033,1022356,1016108,1010753,1173634,1137488,1097772,1048239,1114729,1083046,1251281,1256636,1174973,1075459,1246819,1061625,2577087,1537773,1413269,1396758,1501627,1358828,1371322,1338746,1429781,1785440,1612297,1861303,2106740,1482438,1716272,5544640,1440491,1430227,1465480,1478868,6337178,1676110,2064793,1428889,2261142,1603371,1560086,1762236,1429335,1561425,1307062,1442722,1387387,1535988,1634163,1372661,1443615,1515907,1515907,1376677,1418624,1487347,1789011,1562317,2781022,1809092,1772946,1448077,1457002,1795704,1300814,1709133,1985361,1738139,1345886,1610512,1490025,1407022
Smart,532821,500245,506492,2048281,668035,963451,684546,752375,564951,557365,552456,1065196,599758,551117,615823,30721098,461868,416796,400285,420812,448926,450711,431968,851889,425275,428845,481503,408764,372617,375741,403855,402516,411887,440448,442679,421705,423044,611361,488196,425275,420812,399838,408318,403855,407871,426614,440447,391806,378419,398054,400731,444910,430184,411441,414118,432415,386452,280691,435092,421705,410995,668481,478824,444464,424829,444017,415904,401624,386451,391806,404748,383773,403855,327101,256593,311928,295416,249453,286046,281136,376634,411888,467669,287831,257931,250345,315051,281137,294970,408764,444463,910347,794323,649291,397608,309696,321300,278459,286938,414119
-- res/dining/dining_8.aut
naive,6565657,6892310,6153769,5979286,7315801,7873166,6131456,5738758,5636121,7285456,6681682,6020787,5774904,5430846,5864154,6105128,6065412,6263547,6036852,6217137,6887403,6956124,6837869,7460831,7067240,6446063,6318435,6475961,6945414,7576856,7045820,8168136,8205175,7555882,7157383,7153813,7872719,6951662,7567039,6880708,7211825,6863751,7000749,6969958,6671418,6999857,6757544,7187728,6604927,50526061,2611893,3389259,2616802,2138870,2332096,2980049,2799765,2309784,2776559,2508810,2345929,2508810,2165645,2279438,3139359,2114326,2180818,2204022,2409296,3032260,2508364,2462400,2135300,2775667,2245077,2032663,2235259,3843986,2553435,2334773,2082196,2127267,2146010,2336112,2260250,2187958,2093353,2473557,3356236,3629340,3957333,3602566,3378102,2523090,2421791,3147838,2443211,2162074,2045158,2089783
EmersonAndLei,2128160,2261588,2092014,2108079,2463293,2089336,2141102,2108525,2200006,2173677,2207145,2088890,2201345,2128160,2057653,2174570,2252664,2269175,2114772,2104509,2099600,2287917,2598060,2483374,36018962,2175462,2127267,2179032,2515504,2593598,2153150,2155381,2161182,2413313,2392339,2122359,2465524,2181264,2424469,2256234,2296396,2197328,2143779,2795302,2339682,2174569,2141994,2293272,2711407,2223657,2632421,2104063,2325401,2394571,2179479,2067471,2190188,2652502,2414652,2276761,2253110,2286132,2158505,2347268,2266943,2179478,2179032,2243738,2069702,2120127,2192866,2424023,2960859,3103214,3061712,3058142,3213883,3666379,3321428,2409743,2236599,2205361,2313799,2147349,2345036,2087998,2193312,2623496,3582931,3803377,3419604,3374979,3380780,3435669,3417373,2350838,2220533,2162521,2177247,2276314
Smart,783167,793876,767994,754606,893836,888481,878217,913471,883572,888927,895621,996027,940692,1286535,913025,1451201,902315,931321,908116,866168,1005845,916149,959435,887589,908116,848319,829577,910347,865277,1062518,875986,871077,1318665,1423087,1676557,1260652,1349009,1684589,2295504,1552945,2055421,1505643,1179881,1144628,1169171,1178543,1316434,1385602,1815340,2517289,1729660,1439598,1334284,1062965,1016109,1085723,873308,892051,977731,938908,896513,889820,1302600,945155,927751,1101788,925519,824222,762639,769779,32851489,874201,839840,905438,907223,886250,889374,836270,842518,859921,1032173,900976,847873,830469,828684,808603,788521,912578,904546,829576,917488,838948,877325,829130,828238,805033,879110,905439,958988,842518
-- res/dining/dining_9.aut
naive,21149956,21326670,21181193,22078600,23380753,23170124,23464202,24190694,22651582,23590044,22404808,22140628,21904116,23836373,23978280,29722393,29177077,23005904,23132193,22388743,22293692,21864400,22563672,22614545,24844895,22512354,23304445,128209476,7829880,7599615,7944565,7150689,8704973,9722867,8850896,10018729,7439412,7534909,7960184,7039126,7352393,7200669,7652718,7081521,7194867,7130161,7986066,8047203,7958399,7407728,7212271,7220304,7143995,7760711,8522903,7418884,7329188,7964646,8904000,10142786,10844289,8616169,9193169,9107935,10872849,40934392,10668913,8097629,8222131,6948984,7109188,6942291,7170324,7526876,10763964,8998159,8878118,6986023,8547001,8832600,8636251,7813368,8005255,7177464,7848175,7776776,7536247,6980668,7046713,7017260,6940506,7119005,7031540,7361318,6954785,7303752,6976652,7180587,9013777,8506392
EmersonAndLei,9743840,18763864,7748662,38314911,7663428,8040955,7297951,7780346,7239046,7654504,7581765,7316693,7514381,7584442,7168539,7215841,7260912,7293935,7936086,7498763,7683509,8308704,7566146,7127483,8304688,7751340,7842374,7691542,8019982,7300628,8289962,8412680,8158765,7664321,8006147,7194421,7596491,7559899,7193975,7474219,7249756,7342129,7410852,7415315,7882983,7447890,35589225,7694220,7790163,7307769,8086473,7794179,7458601,7816045,8006594,7557668,7687526,7630852,7137748,7090445,6967280,7396572,7024846,7328295,7099370,7127037,7069471,7248864,7256449,7068133,7216733,7191297,7087767,7383184,8509963,7491623,7006997,7853977,7602739,7622374,7842374,7898155,7427809,8024444,7434503,7501886,7787486,7316693,7412191,7101156,35567805,7276084,7284117,7399249,7487607,9252074,7875843,9279741,7189958,7673692
Smart,2819399,2431163,2544510,2515504,3346865,2469540,2475788,2785931,4007759,3558387,2690433,3610598,4304069,2889014,3092057,2677046,2532461,2428931,2662320,2802888,2950596,2561468,2451244,2918020,2450797,2456599,2937655,2473111,2498100,2374043,2476234,2456153,2647594,2489176,2847959,2517288,2559682,2950596,2909541,2824754,2926945,2722117,3748489,3169258,2743537,2657411,2702928,2962645,2690433,3307595,2651609,3212544,3412017,2957736,2721671,3142930,2727026,2818953,2915789,2691326,4101918,4967194,13220117,4095670,4096563,5409427,2921590,2718993,3872099,4004190,3344188,2734612,2930069,2627959,2782807,3017087,2765403,2687756,2717209,2689987,2864470,2879197,2615017,2660534,2899724,2619480,2941672,2415990,3037615,2688648,2706498,2474895,3014856,2490960,2462846,2430270,2518182,2712746,2812705,2789500
